customer_id,company_name,company_size,industry,signup_date,region,ARR,plan_type,onboarding_completion_days,customer_health_score,acquisition_channel,account_manager
CUS-02583,Smith-Mann,51-200,Media,2023-06-19,APAC,53127,Growth,20,60,Inbound,Lisa Bennett
CUS-02584,"Lucas, Hopkins and Williams",501-1000,Media,2025-02-07,APAC,26897,Growth,4,86,Event,Danny Smith
CUS-02585,Taylor-Hodges,51-200,Finance,2025-04-11,North America,148148,Professional,29,68,Referral,Robert Morris
CUS-02586,Douglas-Rose,51-200,Finance,2025-04-01,North America,72724,Professional,18,41,Referral,Andrew Adams
CUS-02587,"Walters, Harper and Andrade",501-1000,Healthcare,2024-05-05,North America,3640,Starter,8,45,Outbound,Elizabeth Martinez
CUS-02588,"Bruce, Flores and Palmer",1001-5000,Manufacturing,2023-08-28,APAC,153723,Professional,45,69,Partner,Kristin Gutierrez
CUS-02589,Burns-Smith,1001-5000,Technology,2022-11-09,LATAM,11660,Starter,5,52,Outbound,Lisa Bennett
CUS-02590,Faulkner-Smith,1-50,Logistics,2023-02-06,EMEA,119315,Professional,35,80,Content,Mark Perez
CUS-02591,Howard-Pruitt,201-500,Manufacturing,2023-11-07,APAC,68213,Professional,18,72,Partner,Andrew Adams
CUS-02592,Villegas-Fleming,1-50,Education,2023-04-17,EMEA,70140,Professional,27,64,Content,Patrick Smith
CUS-02593,Ramirez-Wilson,5000+,Manufacturing,2024-02-17,North America,149579,Professional,22,56,Partner,Andrew Adams
CUS-02594,"King, Ballard and Garcia",51-200,Media,2025-03-12,North America,35388,Growth,24,55,Inbound,Robert Young
CUS-02595,Hunter LLC,51-200,Healthcare,2023-05-19,North America,9597,Starter,3,61,Partner,Andrew Adams
CUS-02596,Perez-Mcfarland,1001-5000,Healthcare,2024-10-19,North America,108039,Professional,28,82,Inbound,Dominique Alexander
CUS-02597,Weaver Group,5000+,Retail,2025-02-01,EMEA,55104,Growth,21,51,Paid Search,Brent Smith
CUS-02598,"Buck, Rivas and Walters",501-1000,Media,2023-11-23,North America,41868,Growth,3,77,Event,James Smith
CUS-02599,Hamilton Ltd,1-50,Healthcare,2023-06-12,EMEA,27526,Growth,16,70,Referral,Mr. Sean Simmons
CUS-02600,"Baker, Griffith and Roth",201-500,Media,2024-09-27,EMEA,6119,Starter,7,38,Referral,Andrew Adams
CUS-02601,Black-Lowe,501-1000,Professional Services,2024-10-01,North America,122853,Professional,20,73,Referral,Lisa Nolan
CUS-02602,Waters-Padilla,201-500,Manufacturing,2024-08-01,EMEA,7237,Starter,10,57,Content,Amber Robertson
CUS-02603,Hammond and Sons,1-50,Technology,2022-12-11,EMEA,66111,Professional,47,54,Outbound,James Smith
CUS-02604,Williams-Sullivan,51-200,Retail,2023-12-23,North America,51509,Growth,17,41,Event,Patrick Smith
CUS-02605,Hayes-Gonzalez,1001-5000,Real Estate,2022-12-13,APAC,13571,Starter,6,59,Referral,Andrew Adams
CUS-02606,Wilson PLC,201-500,Logistics,2022-10-14,EMEA,37197,Growth,5,55,Content,Dominique Alexander
CUS-02607,Adkins LLC,501-1000,Media,2025-01-24,EMEA,6483,Starter,7,74,Event,Todd Shah
CUS-02608,Sims Group,201-500,Professional Services,2024-09-27,APAC,60794,Growth,13,87,Content,Christopher Hughes
CUS-02609,Ferguson PLC,201-500,Retail,2023-01-12,APAC,143348,Professional,26,77,Referral,Lisa Bennett
CUS-02610,Green-Miller,5000+,Media,2025-01-15,APAC,8991,Starter,5,66,Inbound,Dominique Alexander
CUS-02611,Ray LLC,51-200,Finance,2022-05-01,North America,313117,Enterprise,42,58,Partner,James Smith
CUS-02612,Meza Inc,501-1000,Logistics,2024-12-09,North America,10279,Starter,7,32,Referral,Andrew Conway
CUS-02613,"Harrison, Griffin and Fox",51-200,Real Estate,2022-03-11,North America,8458,Starter,3,49,Event,Danny Smith
CUS-02614,Ingram LLC,1-50,Manufacturing,2022-06-02,North America,216875,Professional,39,50,Inbound,Christopher Hughes
CUS-02615,"Valdez, Stephenson and Velazquez",501-1000,Real Estate,2022-04-10,APAC,28398,Growth,9,66,Partner,Andrew Adams
CUS-02616,"Jacobs, Dillon and Sheppard",1001-5000,Professional Services,2022-01-14,EMEA,6881,Starter,7,40,Outbound,Robert Morris
CUS-02617,Kaiser Group,501-1000,Technology,2024-04-24,North America,56667,Growth,12,64,Paid Search,Lisa Bennett
CUS-02618,"Diaz, Guzman and Lee",51-200,Real Estate,2022-10-09,North America,26631,Growth,17,59,Inbound,Amanda White
CUS-02619,"Smith, Mueller and Roberts",51-200,Manufacturing,2023-04-19,North America,493823,Enterprise,68,83,Referral,Kristin Gutierrez
CUS-02620,Melendez and Sons,1001-5000,Healthcare,2022-05-20,EMEA,41167,Growth,16,66,Outbound,Danny Smith
CUS-02621,Macias LLC,51-200,Technology,2022-11-06,APAC,97971,Professional,14,63,Outbound,Robert Young
CUS-02622,Davila Group,501-1000,Real Estate,2022-01-19,APAC,266767,Enterprise,50,53,Content,Amanda Adkins
CUS-02623,Horn and Sons,51-200,Professional Services,2023-03-24,LATAM,31957,Growth,22,64,Outbound,Andrew Conway
CUS-02624,Reyes LLC,1001-5000,Education,2024-11-01,North America,249005,Enterprise,47,47,Inbound,Danny Smith
CUS-02625,Taylor-Obrien,1001-5000,Healthcare,2024-07-22,North America,32231,Growth,19,80,Inbound,Marcus Chase
CUS-02626,Carter-Ayala,1-50,Media,2024-02-04,North America,491469,Enterprise,54,81,Partner,Mr. Sean Simmons
CUS-02627,"Brown, Patterson and Peterson",501-1000,Real Estate,2022-05-04,North America,18243,Starter,6,64,Referral,Todd Shah
CUS-02628,"Tucker, Graham and Manning",51-200,Healthcare,2025-06-19,LATAM,68335,Professional,30,55,Outbound,Lisa Nolan
CUS-02629,"Garcia, Gordon and Byrd",51-200,Manufacturing,2025-06-16,EMEA,29772,Growth,9,67,Referral,Robert Young
CUS-02630,Garcia-Wagner,201-500,Professional Services,2024-09-16,APAC,27046,Growth,19,52,Inbound,Andrew Adams
CUS-02631,Black Group,201-500,Real Estate,2024-09-26,EMEA,110055,Professional,18,72,Paid Search,Robert Brown
CUS-02632,"Park, Wilson and Williams",51-200,Manufacturing,2022-02-02,North America,58706,Professional,34,55,Event,James Smith
CUS-02633,Ramirez Group,201-500,Technology,2022-01-14,North America,7225,Starter,10,50,Content,Patrick Smith
CUS-02634,"Collins, Mccoy and Mclean",51-200,Technology,2024-12-25,EMEA,5531,Starter,8,31,Content,Christopher Hughes
CUS-02635,Young Inc,1-50,Professional Services,2025-02-03,EMEA,60447,Professional,21,67,Outbound,Robert Brown
CUS-02636,Johnson Ltd,201-500,Media,2024-04-22,North America,79362,Professional,30,45,Outbound,Lisa Bennett
CUS-02637,"Bailey, Lee and Morgan",201-500,Professional Services,2022-01-25,EMEA,672993,Enterprise,38,98,Referral,Jeffery Garza
CUS-02638,Khan Group,501-1000,Media,2022-02-04,APAC,112937,Professional,25,72,Inbound,Kenneth Carlson
CUS-02639,Sullivan-Grant,501-1000,Media,2024-12-20,North America,383628,Enterprise,43,74,Outbound,Todd Shah
CUS-02640,"Horn, Burton and Johns",1001-5000,Education,2023-07-17,APAC,160225,Professional,19,80,Inbound,Kenneth Carlson
CUS-02641,Sanchez-Peters,201-500,Education,2025-01-02,North America,37170,Growth,17,42,Partner,Amber Robertson
CUS-02642,Torres-Wood,1-50,Logistics,2023-08-11,EMEA,11819,Starter,9,40,Referral,Andrew Conway
CUS-02643,Garrett and Sons,501-1000,Professional Services,2022-02-05,APAC,84742,Professional,39,77,Inbound,Andrew Adams
CUS-02644,"Jimenez, Ponce and Robinson",501-1000,Media,2024-10-25,LATAM,80006,Professional,30,72,Inbound,Elizabeth Martinez
CUS-02645,Smith Inc,201-500,Healthcare,2024-05-31,North America,6320,Starter,11,41,Referral,Andrew Adams
CUS-02646,"Smith, Brown and White",501-1000,Healthcare,2023-01-03,North America,26334,Growth,10,71,Inbound,Mark Perez
CUS-02647,"Preston, Tucker and Ayala",51-200,Retail,2022-08-08,North America,339931,Enterprise,83,78,Content,Lisa Nolan
CUS-02648,Hernandez LLC,1-50,Professional Services,2022-07-17,North America,36668,Growth,19,69,Outbound,Todd Shah
CUS-02649,Monroe and Sons,501-1000,Retail,2024-12-09,EMEA,32085,Growth,14,67,Referral,Lisa Bennett
CUS-02650,Johnson PLC,51-200,Finance,2022-11-01,LATAM,28602,Growth,15,51,Partner,Dawn Moore
CUS-02651,"Herman, Wilson and Tate",201-500,Education,2023-05-09,North America,7268,Starter,9,50,Inbound,Lisa Nolan
CUS-02652,"Johnson, Duffy and Owens",201-500,Finance,2023-01-29,North America,37372,Growth,17,34,Partner,Danny Smith
CUS-02653,"Garcia, Wright and Rogers",201-500,Manufacturing,2025-06-23,North America,27304,Growth,15,54,Partner,Lisa Bennett
CUS-02654,Romero-Woods,201-500,Manufacturing,2024-12-14,EMEA,11318,Starter,5,48,Paid Search,Amanda White
CUS-02655,Ellis Ltd,1-50,Real Estate,2023-06-01,North America,51189,Professional,17,79,Referral,Mr. Sean Simmons
CUS-02656,"Kennedy, Klein and Foster",5000+,Media,2023-12-27,North America,36561,Growth,14,69,Inbound,Andrew Conway
CUS-02657,"Kim, Browning and Chavez",501-1000,Manufacturing,2023-07-02,APAC,129877,Professional,15,58,Inbound,Danny Smith
CUS-02658,George-Wolfe,201-500,Media,2024-03-23,North America,465803,Enterprise,71,62,Outbound,Todd Shah
CUS-02659,"Zimmerman, Reed and Scott",51-200,Professional Services,2022-06-11,EMEA,9335,Starter,2,71,Inbound,Kristin Gutierrez
CUS-02660,Garcia PLC,1-50,Retail,2024-02-04,APAC,137763,Professional,31,65,Partner,Mr. Sean Simmons
CUS-02661,Craig and Sons,501-1000,Retail,2024-04-11,North America,20816,Growth,12,63,Content,Andrew Adams
CUS-02662,Howard-Shelton,51-200,Healthcare,2024-07-29,EMEA,363473,Enterprise,45,85,Partner,Andrew Adams
CUS-02663,Gardner-Glenn,51-200,Finance,2025-03-03,EMEA,9346,Starter,6,50,Referral,Robert Young
CUS-02664,Howard and Sons,201-500,Retail,2023-05-14,EMEA,143726,Professional,1,67,Referral,Andrew Adams
CUS-02665,Stanley-Jackson,201-500,Logistics,2023-04-08,North America,49304,Professional,23,65,Paid Search,Lisa Nolan
CUS-02666,Lopez PLC,501-1000,Logistics,2023-09-07,North America,22441,Growth,9,54,Inbound,Jeffery Garza
CUS-02667,Rodriguez and Sons,501-1000,Retail,2022-06-15,APAC,18433,Starter,4,54,Event,Brent Smith
CUS-02668,Herrera-Mata,1001-5000,Logistics,2022-03-06,APAC,42712,Professional,62,42,Paid Search,Kristin Gutierrez
CUS-02669,"Hood, Miller and Salazar",51-200,Manufacturing,2022-07-11,North America,132983,Professional,12,64,Inbound,Mark Perez
CUS-02670,Garza Inc,501-1000,Logistics,2024-04-10,North America,25435,Growth,16,70,Outbound,Kenneth Carlson
CUS-02671,Smith-Lewis,1-50,Logistics,2024-02-16,North America,109324,Professional,19,76,Content,Todd Shah
CUS-02672,Hunt-Garza,201-500,Logistics,2024-02-12,North America,53307,Growth,8,83,Event,Amber Robertson
CUS-02673,Ross LLC,201-500,Logistics,2025-02-05,EMEA,110807,Professional,12,82,Outbound,Danny Smith
CUS-02674,Wells-Haynes,51-200,Education,2024-09-01,North America,16522,Starter,10,58,Referral,Robert Morris
CUS-02675,Richardson LLC,201-500,Logistics,2022-04-25,North America,315640,Enterprise,81,74,Partner,Brent Smith
CUS-02676,Patterson-Pena,1001-5000,Technology,2022-01-20,APAC,28651,Growth,10,55,Partner,Amanda Adkins
CUS-02677,"Ross, Brown and Adkins",1-50,Retail,2022-12-17,North America,42804,Growth,19,69,Outbound,Dawn Moore
CUS-02678,Gallegos-Harrison,201-500,Professional Services,2022-06-19,APAC,8574,Starter,4,56,Outbound,Robert Morris
CUS-02679,"Perez, Trujillo and Walsh",1001-5000,Professional Services,2024-10-20,APAC,12325,Starter,5,46,Referral,Lisa Bennett
CUS-02680,Hawkins-Moore,201-500,Technology,2024-06-07,North America,49184,Growth,17,48,Event,Amanda Adkins
CUS-02681,Taylor-Olsen,501-1000,Technology,2023-11-10,EMEA,44043,Growth,8,61,Paid Search,Christopher Hughes
CUS-02682,Hodges-Ward,1001-5000,Technology,2025-03-04,APAC,215790,Enterprise,38,91,Inbound,Brent Smith
CUS-02683,Moore-Wallace,51-200,Real Estate,2022-07-15,North America,8874,Starter,7,53,Event,Christopher Hughes
CUS-02684,Parks-Robinson,51-200,Technology,2024-12-17,North America,35869,Growth,14,62,Outbound,Todd Shah
CUS-02685,Duncan-Smith,501-1000,Logistics,2022-03-29,EMEA,29841,Growth,7,68,Partner,Brent Smith
CUS-02686,Griffin Inc,501-1000,Media,2023-04-16,LATAM,10282,Starter,13,59,Paid Search,Todd Shah
CUS-02687,Campos Group,1-50,Finance,2023-03-09,EMEA,11088,Starter,4,55,Partner,Todd Shah
CUS-02688,Howard Group,51-200,Logistics,2025-03-06,North America,27030,Growth,19,61,Inbound,Brent Smith
CUS-02689,"Campos, Moss and Jenkins",201-500,Logistics,2024-08-31,EMEA,30372,Growth,17,54,Inbound,Dominique Alexander
CUS-02690,"Kramer, Walker and Chandler",1001-5000,Finance,2023-07-10,North America,21496,Growth,9,77,Partner,Kristin Gutierrez
CUS-02691,Lynn and Sons,201-500,Retail,2022-04-06,EMEA,27495,Growth,16,55,Event,Dominique Alexander
CUS-02692,Haney Inc,1001-5000,Logistics,2022-06-02,APAC,58606,Professional,18,93,Content,Amanda White
CUS-02693,Padilla-Christian,5000+,Logistics,2023-07-29,EMEA,10416,Starter,7,54,Event,Todd Shah
CUS-02694,Johnson-Mcdonald,501-1000,Real Estate,2025-01-17,APAC,30375,Growth,18,62,Paid Search,Robert Young
CUS-02695,Carlson Group,501-1000,Manufacturing,2025-02-28,EMEA,272162,Enterprise,42,85,Referral,Amanda White
CUS-02696,Newman-Mccullough,201-500,Technology,2022-03-09,EMEA,60708,Growth,16,52,Paid Search,Danny Smith
CUS-02697,Smith-Lopez,1-50,Finance,2023-01-03,North America,91769,Professional,21,78,Inbound,Elizabeth Martinez
CUS-02698,Diaz Ltd,201-500,Retail,2023-10-07,APAC,35929,Growth,14,63,Paid Search,Andrew Adams
CUS-02699,Jackson-Mcguire,51-200,Logistics,2022-02-02,LATAM,79970,Professional,29,76,Outbound,Robert Brown
CUS-02700,Conley LLC,51-200,Retail,2023-03-01,North America,86500,Professional,23,59,Paid Search,Lisa Nolan
CUS-02701,Smith Inc,501-1000,Manufacturing,2025-04-17,EMEA,36408,Growth,3,51,Inbound,Robert Morris
CUS-02702,Hill Ltd,201-500,Technology,2022-10-23,North America,333832,Enterprise,72,46,Referral,Christopher Hughes
CUS-02703,Lowe Ltd,501-1000,Manufacturing,2024-03-26,APAC,10012,Starter,12,45,Referral,Danny Smith
CUS-02704,Nguyen-Alvarado,201-500,Finance,2022-06-07,EMEA,13263,Starter,7,44,Content,Elizabeth Martinez
CUS-02705,Berry Ltd,51-200,Logistics,2023-09-05,North America,83418,Professional,21,59,Event,Kristin Gutierrez
CUS-02706,"Lewis, Vega and Salazar",201-500,Media,2022-11-29,APAC,62735,Professional,30,68,Outbound,Lisa Nolan
CUS-02707,"Ross, Ford and Martinez",5000+,Media,2025-02-28,North America,5861,Starter,10,52,Referral,Andrew Adams
CUS-02708,Peters and Sons,501-1000,Logistics,2023-05-08,APAC,53769,Growth,21,69,Outbound,James Smith
CUS-02709,Meyers-Hahn,51-200,Manufacturing,2025-03-06,EMEA,13853,Starter,9,60,Inbound,Amanda White
CUS-02710,"Palmer, Anderson and Herring",201-500,Real Estate,2024-03-07,North America,40885,Growth,16,71,Outbound,Kenneth Carlson
CUS-02711,Anderson-Kirby,1001-5000,Media,2025-01-12,North America,85846,Professional,35,80,Outbound,Danny Smith
CUS-02712,"Miller, Horne and Miller",1-50,Professional Services,2023-11-11,North America,20382,Growth,14,66,Partner,Kenneth Carlson
CUS-02713,"Martin, Nolan and Miller",51-200,Media,2024-02-26,EMEA,29442,Growth,8,62,Paid Search,Lisa Bennett
CUS-02714,"Mitchell, Montes and Miller",51-200,Real Estate,2022-10-14,EMEA,31455,Growth,11,75,Paid Search,Dominique Alexander
CUS-02715,"Parks, Stanley and Johnston",201-500,Logistics,2022-06-10,North America,6730,Starter,6,62,Inbound,Brent Smith
CUS-02716,"Gutierrez, Cunningham and Ramos",201-500,Retail,2024-10-22,North America,19431,Growth,15,39,Inbound,Amanda White
CUS-02717,Shaffer-Thomas,1-50,Media,2023-12-10,North America,54574,Professional,8,67,Outbound,Robert Morris
CUS-02718,Jenkins Group,501-1000,Retail,2022-04-20,APAC,472016,Enterprise,66,46,Outbound,Brent Smith
CUS-02719,Blake-Holloway,1-50,Education,2022-07-20,EMEA,245931,Enterprise,10,46,Inbound,James Smith
CUS-02720,Barr-Smith,201-500,Manufacturing,2024-06-14,North America,11144,Starter,8,44,Outbound,Robert Young
CUS-02721,"Marquez, Wallace and Williams",201-500,Retail,2023-04-21,EMEA,326260,Enterprise,80,72,Referral,James Smith
CUS-02722,Bennett-Esparza,201-500,Finance,2022-06-05,North America,122921,Professional,38,63,Referral,Andrew Conway
CUS-02723,Mitchell-Cummings,1-50,Finance,2023-11-29,APAC,112473,Professional,17,43,Partner,Jeffery Garza
CUS-02724,Mason Ltd,501-1000,Retail,2025-05-24,APAC,29966,Growth,17,73,Outbound,Amber Robertson
CUS-02725,"Clark, Sims and Rivera",201-500,Media,2025-06-11,EMEA,34018,Growth,17,51,Referral,Dawn Moore
CUS-02726,Guerrero-Hudson,201-500,Real Estate,2025-05-04,LATAM,31269,Growth,23,69,Event,Elizabeth Martinez
CUS-02727,"Odonnell, Fuller and Nichols",201-500,Real Estate,2024-03-23,APAC,8062,Starter,8,41,Outbound,Amber Robertson
CUS-02728,Benton PLC,201-500,Education,2023-10-31,APAC,14092,Starter,9,44,Inbound,Andrew Adams
CUS-02729,Trevino-Rodriguez,1-50,Retail,2022-03-02,EMEA,8624,Starter,5,58,Outbound,Lisa Nolan
CUS-02730,Levy Inc,1-50,Education,2023-07-14,North America,31527,Growth,9,56,Inbound,Patrick Smith
CUS-02731,"Lynch, Gross and Morris",51-200,Logistics,2024-07-11,North America,60939,Professional,37,72,Partner,Amanda Adkins
CUS-02732,"Rivera, Johnson and Wolf",501-1000,Real Estate,2024-10-01,North America,35772,Growth,18,66,Inbound,Dawn Moore
CUS-02733,Lee and Sons,201-500,Manufacturing,2023-04-13,EMEA,8076,Starter,5,30,Partner,James Smith
CUS-02734,"Smith, Quinn and Walters",501-1000,Healthcare,2023-12-30,North America,317358,Enterprise,28,81,Outbound,Amber Robertson
CUS-02735,Morales-Hale,501-1000,Finance,2025-02-06,North America,279522,Enterprise,57,59,Referral,Marcus Chase
CUS-02736,Walker-Hart,1001-5000,Retail,2024-02-08,EMEA,95753,Professional,28,53,Inbound,Lisa Nolan
CUS-02737,Wright-Rios,201-500,Logistics,2024-06-03,North America,185798,Enterprise,60,63,Referral,Lisa Bennett
CUS-02738,Powell LLC,51-200,Media,2023-01-16,EMEA,41267,Growth,18,74,Inbound,Robert Morris
CUS-02739,"Estes, Allen and Nichols",1001-5000,Retail,2025-04-14,LATAM,369959,Enterprise,77,49,Inbound,Marcus Chase
CUS-02740,"Jefferson, Turner and Andrews",51-200,Logistics,2024-02-18,APAC,8491,Starter,7,61,Paid Search,Amanda Adkins
CUS-02741,"Hernandez, Valdez and Perkins",201-500,Media,2022-06-25,EMEA,18904,Growth,8,67,Referral,James Smith
CUS-02742,"Harris, Taylor and Porter",51-200,Manufacturing,2025-06-20,EMEA,11637,Starter,4,53,Inbound,Amanda Adkins
CUS-02743,"Lam, Tate and White",1001-5000,Healthcare,2023-08-28,EMEA,8009,Starter,5,55,Referral,Mr. Sean Simmons
CUS-02744,Bridges Ltd,201-500,Professional Services,2023-05-20,North America,15795,Starter,6,47,Referral,Robert Morris
CUS-02745,"Hayden, Soto and Howell",51-200,Logistics,2022-05-31,APAC,118556,Professional,22,80,Partner,Danny Smith
CUS-02746,Howard Group,501-1000,Real Estate,2022-06-18,North America,171109,Professional,25,63,Partner,Kristin Gutierrez
CUS-02747,"Marsh, Henry and Ruiz",51-200,Healthcare,2023-07-03,North America,104911,Professional,28,45,Paid Search,Marcus Chase
CUS-02748,Macias and Sons,5000+,Retail,2022-11-12,APAC,14583,Starter,5,50,Outbound,Patrick Smith
CUS-02749,"Moon, Lee and Martin",51-200,Retail,2024-02-18,North America,117582,Professional,31,82,Outbound,Danny Smith
CUS-02750,"Valenzuela, Mooney and Vega",501-1000,Technology,2022-11-12,North America,85398,Professional,48,77,Outbound,Robert Brown
CUS-02751,Kirby-Howard,51-200,Manufacturing,2024-03-08,North America,34701,Growth,13,89,Event,Lisa Bennett
CUS-02752,"Gonzalez, Thompson and Green",501-1000,Healthcare,2023-10-11,North America,74685,Professional,20,66,Paid Search,Jeffery Garza
CUS-02753,"Smith, White and Barber",1001-5000,Education,2024-01-09,North America,67042,Growth,15,59,Paid Search,Danny Smith
CUS-02754,Travis PLC,501-1000,Education,2022-08-07,North America,31373,Growth,9,58,Event,Andrew Adams
CUS-02755,Meyer-Rogers,1001-5000,Manufacturing,2022-07-07,EMEA,378456,Enterprise,51,62,Content,Jeffery Garza
CUS-02756,Krueger Inc,1-50,Manufacturing,2022-01-11,APAC,37253,Growth,10,54,Referral,Andrew Adams
CUS-02757,"Cole, Gross and Smith",1001-5000,Technology,2023-09-24,North America,22216,Growth,8,46,Event,Marcus Chase
CUS-02758,"Dougherty, Guerrero and Delgado",501-1000,Retail,2024-06-29,APAC,595503,Enterprise,35,39,Content,Dominique Alexander
CUS-02759,Perez-Bernard,1001-5000,Technology,2024-01-08,North America,69847,Professional,20,61,Inbound,Patrick Smith
CUS-02760,Moore Group,501-1000,Technology,2023-07-07,North America,6453,Starter,4,52,Referral,Elizabeth Martinez
CUS-02761,Flynn-Hammond,51-200,Real Estate,2022-07-29,North America,9434,Starter,10,61,Referral,Amanda Adkins
CUS-02762,Gallegos and Sons,201-500,Logistics,2022-09-29,EMEA,6391,Starter,8,43,Paid Search,Mr. Sean Simmons
CUS-02763,"Hernandez, Hodges and Simmons",1-50,Finance,2022-06-28,North America,172751,Professional,38,61,Paid Search,Amber Robertson
CUS-02764,Mccall-Eaton,501-1000,Logistics,2023-01-19,EMEA,29979,Growth,6,77,Paid Search,Robert Young
CUS-02765,Smith-Diaz,201-500,Technology,2024-06-01,APAC,3239,Starter,6,32,Content,Dominique Alexander
CUS-02766,Lee Inc,51-200,Logistics,2024-07-08,EMEA,402183,Enterprise,64,71,Partner,Danny Smith
CUS-02767,"Myers, Shelton and Edwards",5000+,Technology,2025-02-14,EMEA,39447,Growth,23,76,Inbound,Elizabeth Martinez
CUS-02768,Cummings-Short,1001-5000,Media,2025-02-10,LATAM,8629,Starter,4,41,Inbound,Amber Robertson
CUS-02769,"Zamora, Gomez and Smith",1001-5000,Media,2024-11-15,North America,20220,Growth,6,38,Partner,Robert Morris
CUS-02770,"Vazquez, Smith and Brown",501-1000,Real Estate,2024-04-15,North America,96449,Professional,30,95,Partner,Amber Robertson
CUS-02771,Cobb PLC,501-1000,Technology,2022-07-31,EMEA,8448,Starter,5,63,Partner,Robert Brown
CUS-02772,Davis Inc,501-1000,Real Estate,2022-02-23,EMEA,23099,Growth,23,74,Partner,Mr. Sean Simmons
CUS-02773,Vargas-Evans,1-50,Technology,2022-07-03,North America,68912,Professional,34,68,Paid Search,Amber Robertson
CUS-02774,Lewis-Coleman,1001-5000,Real Estate,2023-12-26,North America,34327,Growth,12,71,Outbound,Patrick Smith
CUS-02775,"Miller, Roberts and Mckinney",1001-5000,Finance,2025-02-09,EMEA,44581,Growth,12,24,Paid Search,Dominique Alexander
CUS-02776,Davis-Castro,501-1000,Manufacturing,2022-07-10,North America,38198,Growth,13,55,Paid Search,Robert Morris
CUS-02777,Lopez LLC,1001-5000,Education,2025-05-07,North America,5462,Starter,1,66,Partner,Brent Smith
CUS-02778,Jones PLC,201-500,Real Estate,2025-05-09,LATAM,12404,Starter,7,31,Partner,Kenneth Carlson
CUS-02779,"Burton, Lynch and Beasley",201-500,Professional Services,2023-10-27,APAC,42589,Growth,11,56,Event,James Smith
CUS-02780,Cummings Inc,5000+,Real Estate,2024-02-28,EMEA,16287,Starter,8,56,Referral,Amber Robertson
CUS-02781,Morgan Ltd,201-500,Healthcare,2022-01-26,EMEA,7172,Starter,4,40,Outbound,Andrew Adams
CUS-02782,"Fernandez, Miller and Jordan",501-1000,Education,2023-08-21,APAC,367644,Enterprise,70,74,Inbound,Kenneth Carlson
CUS-02783,"Anderson, Marshall and Baker",201-500,Education,2024-04-27,North America,457401,Enterprise,66,79,Outbound,Patrick Smith
CUS-02784,Ballard Group,501-1000,Finance,2024-03-05,North America,83140,Professional,29,74,Inbound,Mark Perez
CUS-02785,"Benjamin, Lin and Olson",501-1000,Media,2022-06-23,EMEA,454908,Enterprise,82,67,Outbound,Robert Brown
CUS-02786,Carr-Martin,501-1000,Healthcare,2025-02-19,APAC,9916,Starter,1,39,Outbound,Kristin Gutierrez
CUS-02787,Adkins-Cabrera,201-500,Real Estate,2023-05-13,North America,278848,Enterprise,64,79,Referral,Andrew Conway
CUS-02788,Vargas-Hawkins,51-200,Logistics,2025-03-17,LATAM,7661,Starter,6,57,Content,Elizabeth Martinez
CUS-02789,"Clark, Roberts and Bass",501-1000,Finance,2024-12-03,EMEA,580667,Enterprise,53,78,Referral,Lisa Bennett
CUS-02790,"Smith, Bates and Ford",1001-5000,Logistics,2022-12-14,North America,264589,Enterprise,33,75,Paid Search,Brent Smith
CUS-02791,Moore and Sons,1-50,Healthcare,2024-02-19,North America,66445,Professional,12,75,Event,Lisa Bennett
CUS-02792,"Hess, Adams and Bruce",1-50,Technology,2022-12-14,North America,423037,Enterprise,74,87,Referral,Elizabeth Martinez
CUS-02793,Tucker-Hanson,1-50,Technology,2022-10-12,APAC,98936,Professional,36,74,Partner,Amber Robertson
CUS-02794,"Jefferson, Christensen and Livingston",1001-5000,Education,2023-07-05,LATAM,20536,Growth,24,63,Outbound,Todd Shah
CUS-02795,Moreno PLC,501-1000,Real Estate,2023-09-09,North America,27098,Growth,24,54,Paid Search,Danny Smith
CUS-02796,"Howard, Price and Torres",5000+,Technology,2023-07-04,LATAM,75136,Professional,10,90,Paid Search,Jeffery Garza
CUS-02797,Payne-Richardson,201-500,Education,2024-10-06,APAC,7988,Starter,6,35,Partner,Dominique Alexander
CUS-02798,Long-Garcia,201-500,Education,2022-10-26,EMEA,241993,Professional,30,66,Inbound,Mark Perez
CUS-02799,Davis PLC,501-1000,Education,2022-05-10,EMEA,337317,Enterprise,76,66,Event,Danny Smith
CUS-02800,Warren LLC,51-200,Professional Services,2022-12-09,North America,7346,Starter,10,24,Outbound,Marcus Chase
CUS-02801,Hansen LLC,201-500,Retail,2024-06-09,EMEA,202917,Professional,16,75,Inbound,Lisa Bennett
CUS-02802,"Roberson, Walters and Taylor",201-500,Retail,2023-07-20,North America,511739,Enterprise,43,70,Event,Robert Brown
CUS-02803,Vang-Morrison,51-200,Media,2024-05-12,EMEA,483289,Enterprise,85,74,Partner,Mark Perez
CUS-02804,Hall-Rogers,201-500,Professional Services,2023-09-06,North America,280155,Enterprise,18,71,Referral,Robert Morris
CUS-02805,"Soto, Melton and Cook",1-50,Real Estate,2024-09-18,APAC,49317,Growth,7,73,Paid Search,Marcus Chase
CUS-02806,"Turner, Rogers and Wallace",51-200,Real Estate,2022-06-07,APAC,499008,Enterprise,64,87,Partner,Amanda Adkins
CUS-02807,"Thomas, Craig and Thomas",51-200,Healthcare,2024-01-10,North America,105283,Professional,51,53,Partner,Kristin Gutierrez
